	Dates	1m	3m	6m	1Y
0	2008-12-17	0.232382373815625			
1	2008-12-18	0.22104055350511306			
2	2008-12-19	0.1857965959538933			
3	2008-12-22	0.1966092912116094			
4	2008-12-23	0.195140434391524			
5	2008-12-24	0.185187747739713			
6	2008-12-26	0.17307984047968503			
7	2008-12-29	0.18450829433316765			
8	2008-12-30	0.15660501574312496			
9	2008-12-31	0.13498876219273034			
10	2009-01-02	0.11309461116467397			
11	2009-01-05	0.13142941646901568			
12	2009-01-06	0.12225873834639336			
13	2009-01-07	0.16812591077578234			
14	2009-01-08	0.15988369621855733			
15	2009-01-09	0.16111568673594634			
16	2009-01-12	0.203366010815649			
17	2009-01-13	0.18819355401828503			
18	2009-01-14	0.22495011376659696			
19	2009-01-15	0.244622937521026			
20	2009-01-16	0.20381531211641002			
21	2009-01-20	0.2970335879344969			
22	2009-01-21	0.20371666829151838			
23	2009-01-22	0.20614230777965736			
24	2009-01-23	0.203231230445538			
25	2009-01-26	0.19583899331773433			
26	2009-01-27	0.169623792842613			
27	2009-01-28	0.140486484892797			
28	2009-01-29	0.15900428765173796			
29	2009-01-30	0.18634247195823872			
30	2009-02-02	0.18538615376353032			
31	2009-02-03	0.169252209742024			
32	2009-02-04	0.17805317253268502			
33	2009-02-05	0.17808975736464			
34	2009-02-06	0.17000899066781303			
35	2009-02-09	0.16695059306895835			
36	2009-02-10	0.1975781917060267			
37	2009-02-11	0.18556748896958233			
38	2009-02-12	0.18613635598777967			
39	2009-02-13	0.16035161247587962			
40	2009-02-17	0.22008448682595932			
41	2009-02-18	0.20879427346203433			
42	2009-02-19	0.216395881786813			
43	2009-02-20	0.237890389296113			
44	2009-02-23	0.2771190022594516			
45	2009-02-24	0.1902904130742157			
46	2009-02-25	0.17983790298251298			
47	2009-02-26	0.1885355993294047			
48	2009-02-27	0.19573699114301304			
49	2009-03-02	0.2745500937145407			
50	2009-03-03	0.2391938788198767			
51	2009-03-04	0.20571654233627965			
52	2009-03-05	0.25986453925716			
53	2009-03-06	0.24749790258438806			
54	2009-03-09	0.24253106289172202			
55	2009-03-10	0.18903735455834			
56	2009-03-11	0.17953106689057974			
57	2009-03-12	0.16198165696481007			
58	2009-03-13	0.17256857019284902			
59	2009-03-16	0.19347500660690095			
60	2009-03-17	0.163430659724288	0.1646344218687567		
61	2009-03-18	0.16111523862078506	0.16102800768833683		
62	2009-03-19	0.180897258595101	0.1870547017482048		
63	2009-03-20	0.205258360147765	0.21551695342419333		
64	2009-03-23	0.172537349065397	0.19335982044156552		
65	2009-03-24	0.17259005642349698	0.19719559481789803		
66	2009-03-25	0.178699461936285	0.18371921681379455		
67	2009-03-26	0.1578123932543547	0.16631727152679554		
68	2009-03-27	0.15904972705965734	0.17841245240245443		
69	2009-03-30	0.19769539408304637	0.20592287863079553		
70	2009-03-31	0.18070092841387397	0.20153946759548608		
71	2009-04-01	0.16945041880701867	0.184542675582914		
72	2009-04-02	0.16700341954386366	0.18136342197187505		
73	2009-04-03	0.15029331280500002	0.1712929348026322		
74	2009-04-06	0.15352572706040102	0.16947073914890753		
75	2009-04-07	0.15098374203234333	0.17198728114018694		
76	2009-04-08	0.14076894428437964	0.1621951190044612		
77	2009-04-09	0.12436074459562499	0.15157321866903128		
78	2009-04-13	0.132071839446922	0.15146303810897238		
79	2009-04-14	0.1327646480019433	0.15379882575356038		
80	2009-04-15	0.12337466718511837	0.14988568394534615		
81	2009-04-16	0.114030621875088	0.13991450026268537		
82	2009-04-17	0.10363245635957968	0.13191407585676826		
83	2009-04-20	0.14482558989827193	0.15510813095548612		
84	2009-04-21	0.12835318428414333	0.14185887269306033		
85	2009-04-22	0.13073833057427703	0.14356810947020998		
86	2009-04-23	0.127407914857224	0.14150189621389334		
87	2009-04-24	0.125894157747738	0.14016602161770758		
88	2009-04-27	0.13797615316387601	0.14733490268960997		
89	2009-04-28	0.13334672205009002	0.14548218868201188		
90	2009-04-29	0.12278822937766362	0.1334601906189933		
91	2009-04-30	0.12014254439447668	0.134319793127152		
92	2009-05-01	0.11657782961836499	0.13155908148633508		
93	2009-05-04	0.111477595085874	0.121176622950631		
94	2009-05-05	0.10588542183758795	0.117784243043346		
95	2009-05-06	0.09905209616744268	0.110255971231964		
96	2009-05-07	0.10854358567104634	0.1164574604218322		
97	2009-05-08	0.09400420278644632	0.10465613019480567		
98	2009-05-11	0.101106777454701	0.10987636794311989		
99	2009-05-12	0.09451738681285202	0.1065366146523529		
100	2009-05-13	0.10544357133711298	0.113928731432298		
101	2009-05-14	0.09057421424713034	0.10266042489919282		
102	2009-05-15	0.1028061506187463	0.10934770578881947		
103	2009-05-18	0.08303821176117968	0.09573277050863901		
104	2009-05-19	0.072041324561865	0.09013827134156399		
105	2009-05-20	0.07772276354675169	0.09213063030293533		
